Table Names-4,Table Names-2,Table Names-1,Table Names,Table Names-3,UTUR,UTPCPI,UTSTHPI,MEHOINUSUTA672N,UTRVAC,UTPCE,2020RATIO049035,ACTLISCOUYY49049,MEDLISPRIPERSQUFEEMM49049,BRUT49M647NCEN,MEDDAYONMAR41620,ACTLISCOU49035,UTBPPRIVSA,GCT1502UT,NETMIGNACS049049,S1101SPHOUSE049035,MHIUT49035A052NCEN,EXHOSLUSM495S,UTNQGSP,UTPOP,DATE
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,116819.7,,4/1/2010
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,119234,,7/1/2010
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,122242,,10/1/2010
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,123234.6,,1/1/2011
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,125661.1,,4/1/2011
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,126310.4,,7/1/2011
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,127053.8,,10/1/2011
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,129079.6,,1/1/2012
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,129035,,4/1/2012
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,129025.8,,7/1/2012
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,130909.6,,10/1/2012
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,133362.7,,1/1/2013
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,134422.1,,4/1/2013
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,136800.1,,7/1/2013
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,137216.6,,10/1/2013
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,139570.1,,1/1/2014
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,141655.3,,4/1/2014
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,142978.9,,7/1/2014
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,144396.2,,10/1/2014
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,146212,,1/1/2015
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,148557.2,,4/1/2015
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,149985.2,,7/1/2015
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,151859.1,,10/1/2015
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,154696,,1/1/2016
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,156826.7,,4/1/2016
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,158879.5,,7/1/2016
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,160907.1,,10/1/2016
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,164237.3,,1/1/2017
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,166217.4,,4/1/2017
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,168905.2,,7/1/2017
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,172873.6,,10/1/2017
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,178186.8,,1/1/2018
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,182401.7,,4/1/2018
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,184361.2,,7/1/2018
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,185624.5,,10/1/2018
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,192650.4,,1/1/2019
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,194484.7,,4/1/2019
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,196101.2,,7/1/2019
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,197117.2,,10/1/2019
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,203613.9,,1/1/2020
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,184855.9,,4/1/2020
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,199793,,7/1/2020
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,201984.9,,10/1/2020
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,206417.4,,1/1/2021
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,212854.5,,4/1/2021
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,"UTPOP.csv,UTNQGSP.csv",UTNQGSP.csv,"UTPOP.csv,UTNQGSP.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv",,,,,,,,,,,,,,,,,,,217702.2,,7/1/2021
"UTPOP.csv,UTNQGSP.csv,ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,EXHOSLUSM495S.csv,MHIUT49035A052NCEN.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv","ACTLISCOUYY49049.csv,2020RATIO049035.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv","2020RATIO049035.csv,UTPCE.csv",UTPCE.csv,"ACTLISCOUYY49049.csv,BRUT49M647NCEN.csv,2020RATIO049035.csv,ACTLISCOU49035.csv,MEDDAYONMAR41620.csv,UTBPPRIVSA.csv,UTPCE.csv,MEDLISPRIPERSQUFEEMM49049.csv",,,,,,37325.7,,,,,,,,,,,,,,,1/1/1997
